date;AOS;ADM;AFL;AEE;APD;BAX;BXP;CINF;CMI;CMS;COO;DHI;DOV;DTE;ED;EIX;EMN;ESS;FDS;FE;FRT;GL;HBAN;HOLX;IEX;INCY;JBHT;LNC;MAA;MHK;NTRS;NUE;POOL;PNW;PPG;RHI;ROK;ROP;SNA;SJM;STT;SWK;TER;VMC;TTWO;ROL;ATO;AVY;BRO;CHD;portfolio
31.05.2019;-22.66%;-14.08%;1.83%;0.78%;-1.07%;-3.75%;-4.93%;2.14%;-9.34%;1.01%;2.71%;-3.50%;-8.80%;-0.19%;0.16%;-6.90%;-17.70%;3.27%;0.84%;-1.88%;-2.33%;-2.25%;-9.12%;-5.11%;-2.52%;2.38%;-9.89%;-10.37%;5.27%;-0.51%;-13.22%;-15.89%;-2.16%;-0.65%;-10.94%;-13.58%;-17.63%;-4.26%;-7.34%;-0.87%;-18.34%;-13.22%;-14.00%;-0.95%;11.69%;-2.84%;-0.53%;-5.96%;-0.57%;-0.72%;
30.06.2019;16.44%;7.40%;7.40%;2.41%;11.19%;11.52%;-1.40%;5.53%;14.45%;3.93%;13.13%;1.21%;12.67%;1.92%;2.48%;13.54%;19.89%;0.07%;3.27%;4.74%;-1.51%;4.62%;9.25%;9.11%;13.09%;8.05%;7.67%;8.41%;3.14%;8.79%;5.24%;14.79%;6.56%;0.19%;12.00%;6.83%;10.70%;6.50%;6.86%;-4.60%;1.47%;13.67%;13.94%;10.19%;4.97%;-4.25%;4.22%;11.17%;6.38%;-1.51%;
31.07.2019;-3.63%;0.69%;-3.96%;1.41%;1.37%;2.82%;3.83%;4.09%;-4.28%;0.54%;0.15%;6.49%;-3.34%;0.13%;-3.10%;10.58%;-2.37%;4.23%;-3.23%;2.71%;3.30%;2.08%;4.20%;6.73%;-2.28%;-0.05%;11.99%;1.38%;0.07%;-15.45%;9.64%;-0.59%;-0.85%;-3.05%;0.58%;5.96%;-1.86%;-0.71%;-7.87%;-3.47%;4.50%;2.59%;16.32%;0.76%;7.92%;-6.52%;3.30%;-0.15%;7.25%;3.26%;
31.08.2019;2.87%;-7.38%;-4.67%;1.93%;-1.03%;4.74%;-3.41%;4.81%;-8.98%;8.30%;-8.19%;7.71%;-3.21%;2.01%;4.64%;-2.16%;-13.24%;6.30%;-1.88%;4.62%;-2.12%;-2.07%;-7.02%;-3.67%;-1.80%;-3.65%;5.54%;-18.61%;8.35%;-4.65%;-10.28%;-9.93%;3.70%;5.33%;-5.62%;-11.49%;-4.97%;0.98%;-2.58%;-5.42%;-11.67%;-9.98%;-4.95%;2.10%;7.71%;-2.15%;1.09%;0.61%;2.67%;5.75%;
30.09.2019;2.56%;8.95%;4.80%;3.76%;-1.80%;-0.29%;0.97%;3.72%;9.94%;2.10%;-4.12%;6.88%;6.79%;2.55%;7.17%;4.36%;12.94%;1.68%;-10.47%;5.77%;5.36%;7.28%;7.70%;2.27%;-0.50%;-9.28%;2.68%;14.07%;2.63%;4.36%;6.13%;3.94%;3.00%;1.85%;7.44%;4.68%;8.53%;-2.77%;5.97%;5.44%;15.36%;9.26%;9.33%;7.31%;-5.02%;4.17%;3.81%;-1.73%;-2.03%;-5.42%;
31.10.2019;4.13%;2.36%;1.61%;-2.32%;-3.37%;-12.31%;6.58%;-2.48%;6.03%;-0.05%;-2.02%;-0.65%;4.35%;-3.54%;-2.38%;-15.93%;3.86%;0.74%;4.34%;0.19%;0.69%;1.64%;0.04%;-4.32%;-5.10%;13.05%;6.24%;-6.37%;6.91%;15.56%;7.59%;6.60%;2.83%;-3.04%;5.58%;2.89%;4.36%;-5.51%;3.92%;-3.94%;12.60%;4.79%;5.90%;-5.53%;-3.98%;11.86%;-1.24%;13.15%;4.49%;-7.04%;
30.11.2019;-2.10%;2.12%;3.16%;-4.34%;10.82%;6.87%;0.98%;-5.44%;6.02%;-3.52%;7.59%;5.69%;7.31%;-1.87%;-5.78%;9.86%;3.06%;-4.57%;2.42%;-1.30%;-2.90%;5.78%;5.38%;6.23%;4.97%;12.20%;-1.65%;5.27%;-1.36%;-2.80%;7.58%;4.66%;-0.46%;-7.15%;2.97%;1.62%;13.87%;7.09%;-1.36%;-0.56%;13.67%;4.24%;2.24%;-0.70%;0.83%;-5.93%;-4.91%;1.96%;0.16%;0.43%;
31.12.2019;-1.57%;8.85%;-3.06%;3.32%;-0.57%;2.01%;-0.49%;-1.77%;-1.43%;2.51%;2.62%;-4.39%;3.84%;3.95%;5.01%;9.13%;1.14%;-3.63%;3.62%;2.73%;-2.53%;2.42%;1.28%;1.73%;5.69%;-7.26%;1.22%;-0.07%;-3.12%;-2.15%;-0.93%;-0.14%;3.15%;3.77%;4.02%;9.09%;4.08%;-1.70%;6.28%;-0.08%;5.33%;5.53%;9.10%;1.72%;0.89%;-7.13%;5.14%;0.35%;4.85%;0.49%;
31.01.2020;-10.39%;-3.43%;-2.51%;7.55%;2.09%;6.98%;4.73%;0.34%;-10.61%;9.02%;7.97%;12.23%;-1.22%;2.94%;3.90%;2.38%;-9.33%;3.63%;6.64%;4.51%;-2.08%;-0.94%;-9.12%;2.51%;-4.74%;-16.32%;-7.58%;-7.68%;4.06%;-3.45%;-7.34%;-15.01%;3.26%;8.63%;-10.23%;-7.89%;-5.43%;7.74%;-5.77%;-0.50%;-3.76%;-3.87%;-3.23%;-1.64%;1.81%;14.45%;4.62%;0.78%;13.73%;5.50%;
29.02.2020;-6.85%;-15.88%;-16.91%;-3.72%;-8.00%;-6.44%;-10.05%;-11.16%;-5.43%;-11.81%;-6.43%;-10.02%;-9.76%;-15.79%;-16.15%;-12.23%;-13.69%;-8.52%;-7.03%;-12.33%;-6.94%;-10.98%;-9.58%;-11.96%;-9.41%;3.20%;-10.65%;-16.12%;-5.08%;-8.00%;-10.28%;-12.93%;-3.80%;-7.66%;-12.84%;-13.34%;-4.26%;-7.72%;-9.32%;-0.60%;-9.94%;-9.81%;-10.96%;-15.09%;-13.77%;-1.34%;-11.77%;-12.76%;-4.21%;-6.33%;
31.03.2020;-4.40%;-5.83%;-19.67%;-7.81%;-9.11%;-2.48%;-28.47%;-19.08%;-9.85%;-2.18%;-15.07%;-35.99%;-17.93%;-14.95%;-0.23%;-18.46%;-24.27%;-22.28%;-1.75%;-9.33%;-35.87%;-22.33%;-33.09%;-25.51%;-6.68%;-2.89%;-4.13%;-42.01%;-20.29%;-37.07%;-14.02%;-12.89%;-6.73%;-15.31%;-19.62%;-24.68%;-17.34%;-11.34%;-24.31%;8.65%;-21.79%;-30.41%;-7.68%;-9.90%;10.36%;-3.18%;-3.43%;-11.02%;-15.63%;-7.39%;
30.04.2020;12.09%;5.57%;8.76%;0.50%;13.75%;9.35%;6.48%;-12.12%;20.82%;-2.83%;4.00%;38.88%;11.57%;10.46%;1.03%;8.40%;31.96%;11.85%;5.49%;2.99%;12.74%;14.41%;14.58%;42.74%;11.24%;33.36%;9.64%;34.76%;8.63%;15.06%;5.94%;15.75%;7.84%;1.58%;8.65%;25.22%;25.56%;9.37%;19.73%;3.52%;19.54%;10.73%;15.45%;4.53%;2.06%;10.68%;2.76%;8.89%;-0.86%;9.05%;
31.05.2020;12.70%;5.84%;-2.07%;2.72%;7.12%;1.39%;-11.53%;-10.41%;3.73%;2.61%;10.56%;17.11%;3.84%;3.69%;-4.75%;-1.02%;12.51%;-0.54%;11.82%;2.40%;-4.04%;-6.19%;-3.79%;5.79%;3.74%;4.35%;18.34%;8.27%;4.91%;6.25%;-0.19%;2.60%;27.10%;1.18%;11.93%;7.34%;14.08%;15.66%;-0.46%;-0.85%;-3.30%;13.84%;7.16%;-4.12%;12.49%;4.50%;0.79%;0.25%;11.95%;7.26%;
30.06.2020;-0.80%;2.53%;-0.40%;-5.85%;-0.08%;-4.34%;5.12%;8.62%;2.99%;0.48%;-10.52%;0.64%;-0.21%;-0.07%;-3.15%;-6.54%;2.29%;-5.60%;7.09%;-7.37%;6.63%;-3.62%;1.69%;7.55%;-0.50%;2.02%;0.83%;-3.01%;-1.45%;9.18%;0.42%;-2.01%;1.33%;-4.95%;4.91%;4.85%;-0.93%;-1.41%;7.68%;-6.43%;4.25%;11.10%;26.30%;7.31%;2.50%;1.61%;-2.54%;3.09%;1.63%;3.31%;
31.07.2020;2.16%;7.34%;-1.28%;14.78%;19.38%;0.60%;-0.31%;22.90%;11.54%;9.86%;-0.25%;19.31%;6.60%;8.61%;6.81%;2.50%;8.24%;-2.78%;5.43%;-25.22%;-9.38%;7.23%;4.09%;22.42%;4.29%;-5.01%;7.53%;1.30%;3.94%;-21.53%;-0.45%;2.32%;16.49%;13.36%;1.50%;-3.71%;2.41%;11.38%;5.31%;3.35%;1.23%;10.61%;5.27%;1.36%;17.52%;23.61%;6.44%;-0.14%;11.56%;24.62%;
31.08.2020;2.18%;4.51%;2.11%;-1.41%;1.96%;0.80%;-2.49%;1.90%;7.24%;-5.75%;11.13%;7.87%;6.71%;2.63%;-7.15%;-4.63%;-2.04%;-1.92%;1.18%;-1.41%;3.85%;3.89%;1.51%;-14.42%;9.69%;-2.44%;8.61%;-2.16%;-0.85%;15.63%;4.52%;8.37%;3.52%;-10.87%;11.84%;4.58%;5.68%;-1.09%;1.65%;9.90%;6.74%;5.20%;-4.49%;2.20%;4.37%;5.23%;-5.82%;1.81%;2.05%;-0.52%;
30.09.2020;7.82%;4.71%;0.84%;-0.04%;1.92%;-7.37%;-7.56%;-1.81%;2.52%;2.19%;7.23%;6.24%;-0.93%;-3.06%;10.19%;-3.13%;6.85%;-7.26%;-4.22%;1.79%;-7.32%;-3.13%;-2.55%;11.30%;1.21%;-6.86%;-9.89%;-13.09%;-1.00%;5.70%;-4.79%;-1.32%;2.23%;1.64%;1.89%;0.13%;-3.85%;-7.51%;-0.06%;-3.12%;-12.87%;0.98%;-6.48%;13.25%;-3.49%;-1.58%;-3.69%;10.79%;-2.25%;-1.96%;
31.10.2020;-2.10%;-0.54%;-6.60%;3.23%;-6.83%;-3.54%;-8.74%;-8.57%;4.13%;3.13%;-5.36%;-11.66%;2.19%;8.22%;0.89%;11.60%;4.34%;2.92%;-8.47%;3.52%;-5.11%;1.49%;15.58%;3.54%;-6.59%;-3.45%;-3.67%;12.03%;0.59%;5.74%;1.26%;7.40%;4.57%;9.42%;6.26%;-4.25%;7.45%;-6.02%;7.07%;-2.87%;0.14%;2.47%;10.69%;6.86%;-6.23%;6.75%;-4.10%;8.80%;-3.89%;-5.68%;
30.11.2020;9.49%;7.63%;29.40%;-4.12%;1.41%;-1.93%;35.56%;7.93%;5.13%;-2.83%;5.07%;11.51%;10.22%;1.94%;-2.85%;9.49%;20.48%;20.18%;8.89%;-10.63%;26.81%;15.08%;15.71%;0.45%;13.66%;-2.42%;11.12%;36.08%;9.05%;21.94%;18.97%;12.44%;-1.06%;1.35%;13.14%;26.61%;7.78%;15.14%;11.63%;4.46%;19.66%;10.90%;25.60%;-3.58%;16.52%;-1.16%;4.60%;7.91%;3.49%;-0.70%;
31.12.2020;-2.65%;2.02%;1.89%;0.36%;-2.47%;5.48%;-3.70%;14.43%;-1.19%;-0.23%;8.38%;-7.49%;3.87%;-3.50%;-4.33%;2.38%;2.96%;-3.44%;-0.14%;16.82%;-2.41%;2.00%;4.55%;5.35%;3.13%;2.89%;1.23%;6.54%;0.42%;12.02%;0.02%;-0.95%;7.82%;-2.32%;-1.35%;-2.14%;-1.41%;0.96%;-1.97%;-0.62%;3.26%;-2.76%;8.76%;6.46%;15.11%;2.83%;0.15%;3.86%;5.51%;-0.34%;
31.01.2021;-0.95%;-0.79%;1.60%;-6.22%;-1.88%;-3.94%;-2.42%;-3.02%;3.22%;-6.77%;0.20%;11.76%;-7.73%;-1.35%;-2.06%;-6.42%;-1.26%;1.81%;-9.07%;0.49%;4.15%;-4.81%;6.02%;9.47%;-6.53%;3.18%;-1.46%;-9.58%;4.78%;1.88%;-3.52%;-7.67%;-4.92%;-5.88%;-6.59%;8.03%;-0.91%;-8.86%;5.17%;0.70%;-3.12%;-2.84%;-5.35%;0.56%;-3.53%;-7.81%;-6.74%;-2.33%;-9.11%;-3.21%;
28.02.2021;9.87%;13.14%;6.00%;-3.37%;-4.18%;1.12%;8.61%;16.39%;8.01%;-4.87%;6.08%;0.09%;5.81%;-0.84%;-7.25%;-7.17%;11.09%;6.34%;0.52%;7.74%;15.54%;3.53%;15.95%;-9.58%;5.08%;-12.36%;9.07%;26.02%;2.32%;21.86%;6.66%;22.76%;-5.48%;-6.05%;0.08%;15.24%;-2.11%;-3.76%;12.85%;-3.79%;3.96%;0.78%;13.33%;11.97%;-7.98%;-7.91%;-4.93%;16.13%;6.52%;-6.73%;
31.03.2021;13.88%;1.45%;7.63%;15.78%;10.06%;8.90%;2.15%;5.33%;2.91%;14.01%;-0.53%;16.22%;11.69%;13.10%;15.19%;8.54%;0.79%;6.69%;1.80%;5.95%;0.28%;3.46%;2.48%;3.18%;7.25%;3.32%;14.67%;9.50%;7.15%;9.90%;10.49%;34.19%;3.13%;16.33%;11.89%;0.82%;9.58%;6.81%;14.32%;13.86%;15.45%;14.20%;-5.32%;1.28%;-4.21%;3.99%;17.61%;4.82%;-0.20%;11.26%;
30.04.2021;0.21%;10.75%;4.98%;5.06%;3.08%;1.60%;9.03%;9.94%;-2.73%;5.18%;6.98%;10.29%;8.79%;6.08%;3.49%;2.58%;5.40%;7.68%;8.95%;9.31%;12.31%;6.06%;-1.63%;-11.87%;7.11%;5.06%;1.57%;2.99%;8.98%;6.86%;9.02%;3.01%;22.60%;4.06%;13.96%;12.22%;-0.44%;10.69%;2.97%;3.52%;0.53%;3.95%;2.79%;5.62%;-0.75%;8.31%;4.80%;17.03%;16.34%;-1.84%;
31.05.2021;5.31%;5.39%;5.49%;-0.75%;3.88%;-4.17%;7.51%;8.01%;2.08%;-2.56%;-4.24%;-3.05%;0.88%;-1.45%;-0.22%;-6.02%;8.67%;1.64%;-0.55%;-0.03%;1.33%;3.07%;3.52%;-3.80%;-0.69%;-1.87%;0.49%;9.56%;2.85%;2.52%;6.49%;24.65%;3.32%;0.92%;4.95%;1.35%;-0.20%;0.94%;7.16%;1.76%;3.61%;4.85%;5.81%;2.85%;5.80%;-8.56%;-4.27%;2.97%;-1.24%;-0.01%;
30.06.2021;1.39%;-8.41%;-4.77%;-4.94%;-4.00%;-1.97%;-2.53%;-4.18%;-4.74%;-5.19%;0.72%;-4.98%;0.40%;-6.08%;-6.22%;3.49%;-6.90%;1.60%;0.62%;-0.83%;2.48%;-9.65%;-10.03%;5.80%;-0.93%;0.42%;-4.84%;-9.96%;4.80%;-8.78%;-4.60%;-6.45%;5.26%;-3.09%;-5.25%;0.64%;8.89%;4.49%;-11.81%;-2.14%;-5.40%;-5.45%;1.30%;-4.85%;-4.60%;0.54%;-2.47%;-4.67%;1.36%;-0.31%;
31.07.2021;-2.40%;-1.45%;2.50%;5.52%;1.69%;-3.58%;3.30%;1.61%;-4.80%;4.59%;6.43%;5.60%;10.97%;7.23%;2.86%;-5.74%;-2.92%;10.12%;6.46%;2.98%;1.22%;-2.25%;-0.30%;12.47%;3.02%;-8.06%;3.38%;-1.94%;14.65%;1.41%;-1.82%;8.90%;4.18%;1.93%;-3.68%;10.39%;7.48%;4.50%;-2.44%;1.19%;6.58%;-3.56%;-5.20%;3.40%;-2.03%;12.08%;2.58%;0.52%;2.37%;1.60%;
31.08.2021;3.79%;0.47%;3.05%;4.53%;-7.39%;-1.46%;-3.74%;4.68%;1.67%;3.79%;6.87%;0.20%;4.33%;2.57%;2.28%;7.36%;0.39%;0.80%;6.42%;1.44%;3.61%;3.39%;10.30%;5.48%;-0.95%;-1.11%;5.31%;12.20%;0.19%;1.47%;5.02%;13.02%;3.45%;-7.06%;-2.43%;5.28%;5.86%;-1.52%;3.20%;-5.67%;6.62%;-1.92%;-4.38%;3.30%;-7.03%;1.54%;-1.10%;6.98%;6.71%;-3.37%;
30.09.2021;-16.02%;0.61%;-7.50%;-7.66%;-4.97%;5.52%;-4.11%;-7.44%;-4.24%;-6.22%;-8.30%;-12.00%;-10.56%;-7.17%;-2.83%;-4.10%;-10.98%;-3.33%;4.06%;-7.41%;-3.10%;-7.33%;-0.45%;-6.75%;-7.61%;-10.08%;-5.57%;0.15%;-2.92%;-10.30%;-9.04%;-16.22%;-11.97%;-5.90%;-10.04%;-2.61%;-9.35%;-7.69%;-6.59%;-2.21%;-8.81%;-9.29%;-10.03%;-8.84%;-4.43%;-9.03%;-8.97%;-7.79%;-4.32%;-1.01%;
31.10.2021;19.65%;7.05%;2.95%;4.72%;17.74%;-1.47%;5.80%;6.89%;6.80%;1.04%;0.87%;6.31%;8.73%;2.19%;3.87%;14.78%;3.92%;7.01%;12.44%;8.17%;2.93%;-0.01%;2.83%;-0.68%;7.55%;-2.62%;17.92%;4.95%;9.35%;-0.11%;14.83%;13.81%;18.59%;-10.88%;12.28%;12.70%;8.62%;9.36%;-2.74%;2.36%;17.10%;2.94%;26.63%;12.39%;17.48%;-0.28%;4.44%;5.07%;13.81%;5.80%;
30.11.2021;8.66%;-3.16%;0.88%;-3.20%;-4.13%;-5.56%;-5.10%;-6.21%;-12.55%;-2.49%;-9.70%;9.44%;-3.09%;-4.42%;2.97%;3.73%;0.25%;-0.14%;5.56%;-2.26%;1.93%;-2.57%;-5.72%;1.94%;1.17%;1.10%;-3.06%;-7.53%;1.53%;-5.27%;-5.97%;-4.83%;7.56%;0.87%;-3.99%;-1.68%;5.26%;-4.74%;1.32%;2.94%;-9.72%;-2.77%;10.58%;0.80%;-8.35%;-5.54%;-1.95%;-5.81%;2.06%;2.31%;
31.12.2021;8.60%;9.25%;8.47%;9.09%;5.85%;15.11%;6.81%;0.03%;4.65%;11.34%;11.28%;11.00%;11.16%;10.34%;10.98%;4.55%;15.94%;3.77%;3.91%;11.54%;11.13%;8.30%;3.91%;2.45%;5.22%;8.39%;7.09%;2.91%;11.24%;8.52%;3.38%;7.43%;2.30%;9.93%;12.26%;0.64%;4.12%;5.97%;5.29%;8.23%;4.53%;8.40%;7.04%;8.52%;7.14%;3.31%;16.83%;5.94%;9.30%;15.00%;
31.01.2022;-10.98%;10.96%;7.59%;0.34%;-6.82%;-0.09%;-1.86%;3.99%;1.26%;-1.03%;-4.93%;-17.55%;-6.44%;1.49%;1.32%;-7.05%;-0.98%;-5.04%;-13.19%;0.89%;-5.74%;9.15%;-1.34%;-8.25%;-8.84%;1.27%;-5.80%;2.52%;-9.92%;-13.34%;-1.91%;-10.78%;-15.86%;-1.39%;-9.42%;1.56%;-17.09%;-11.12%;-3.31%;3.50%;2.24%;-7.41%;-28.19%;-8.32%;-8.09%;-9.82%;2.34%;-5.15%;-5.69%;0.15%;
28.02.2022;-9.93%;4.60%;-2.75%;-3.14%;-16.24%;-0.55%;9.13%;4.21%;-7.59%;-0.57%;2.70%;-4.28%;-7.68%;0.96%;-0.79%;1.00%;-0.39%;-4.61%;-3.75%;-0.26%;-7.77%;-1.11%;3.05%;1.32%;-10.71%;-8.11%;5.40%;-3.06%;-0.50%;-10.83%;-2.35%;29.80%;-3.71%;2.99%;-14.56%;6.21%;-7.83%;2.66%;0.93%;-4.15%;-9.70%;-6.84%;0.42%;-4.66%;-0.82%;5.77%;2.42%;-14.22%;2.01%;-4.68%;
31.03.2022;-6.84%;15.67%;6.06%;9.09%;5.76%;-8.45%;5.31%;10.73%;1.14%;10.05%;2.10%;-12.52%;0.35%;8.73%;11.45%;10.53%;-5.41%;8.93%;7.13%;10.59%;3.82%;-0.36%;-5.80%;7.94%;-0.09%;16.28%;-0.85%;-3.06%;2.37%;-11.78%;2.24%;12.94%;-7.79%;10.26%;-1.40%;-4.72%;5.47%;5.36%;-1.59%;1.22%;2.10%;-14.08%;0.36%;1.46%;-5.10%;7.77%;9.52%;-1.27%;7.05%;1.84%;
30.04.2022;-8.55%;-0.78%;-11.04%;-0.26%;-5.74%;-8.36%;-8.02%;-9.30%;-7.76%;-1.79%;-13.54%;-6.60%;-15.04%;-0.19%;-2.05%;-0.87%;-7.71%;-4.10%;-7.06%;-5.56%;-3.21%;-2.50%;-9.14%;-6.29%;-1.00%;-5.62%;-14.91%;-7.97%;-6.10%;13.57%;-10.93%;4.47%;-3.99%;-8.83%;-2.35%;-13.90%;-9.77%;-0.49%;3.41%;1.12%;-22.65%;-13.63%;-10.80%;-6.21%;-22.26%;-4.31%;-5.10%;4.21%;-14.24%;-1.83%;
31.05.2022;3.35%;1.41%;5.74%;2.47%;5.17%;7.02%;-5.46%;4.24%;10.53%;3.42%;-2.85%;7.99%;0.46%;1.27%;7.03%;1.63%;7.30%;-13.79%;-5.38%;-0.81%;-1.79%;-0.31%;5.55%;4.56%;0.91%;1.24%;1.01%;-3.00%;-7.49%;0.28%;8.44%;-14.42%;-1.63%;10.32%;-1.17%;-8.30%;-15.62%;-5.73%;4.42%;-8.44%;8.24%;-1.22%;3.60%;-4.31%;4.20%;5.72%;2.57%;-4.45%;-4.21%;-7.69%;
30.06.2022;-9.05%;-14.16%;-8.00%;-5.07%;-2.31%;-15.54%;-19.97%;-6.95%;-6.79%;-4.34%;-10.73%;-11.64%;-9.06%;-4.49%;-3.39%;-9.54%;-18.51%;-7.87%;0.97%;-9.83%;-16.73%;-0.10%;-13.33%;-7.93%;-4.87%;0.11%;-8.54%;-19.26%;-3.50%;-12.28%;-13.66%;-21.18%;-11.67%;-5.83%;-9.19%;-16.52%;-6.00%;-10.80%;-10.61%;2.81%;-14.95%;-11.65%;-17.95%;-13.60%;-1.61%;-1.23%;-3.03%;-5.79%;-1.56%;3.16%;
31.07.2022;15.71%;6.66%;3.56%;3.71%;3.92%;-8.31%;3.56%;-17.70%;14.35%;1.82%;4.43%;17.89%;10.19%;3.57%;4.38%;7.16%;7.70%;10.49%;11.73%;7.06%;11.57%;3.34%;11.86%;3.00%;14.93%;2.25%;16.38%;9.77%;6.33%;3.54%;4.09%;30.67%;1.84%;0.48%;13.08%;5.67%;28.08%;10.65%;13.71%;3.37%;16.27%;-6.54%;12.66%;16.35%;8.32%;10.45%;8.29%;17.66%;11.59%;-5.06%;
31.08.2022;-10.36%;6.19%;3.70%;-0.54%;1.70%;-2.05%;-12.87%;-0.39%;-2.68%;-1.73%;-12.09%;-8.82%;-6.52%;0.03%;-1.54%;1.12%;-5.14%;-7.49%;0.85%;-3.77%;-4.11%;-3.31%;0.83%;-5.35%;-3.29%;-9.33%;-5.05%;-9.44%;-10.14%;-14.10%;-4.70%;-2.11%;-5.17%;3.76%;-1.79%;-2.74%;-7.18%;-7.67%;-2.76%;5.80%;-3.79%;-9.48%;-16.11%;0.70%;-7.66%;-12.47%;-6.60%;-3.59%;-3.16%;-4.84%;
30.09.2022;-13.94%;-8.04%;-4.81%;-13.03%;-7.81%;-6.27%;-5.62%;-7.62%;-4.86%;-13.19%;-8.19%;-5.05%;-6.33%;-11.73%;-11.56%;-16.51%;-21.92%;-8.61%;-7.48%;-5.51%;-11.01%;2.58%;-1.64%;-4.50%;-0.68%;-5.38%;-9.91%;-4.67%;-6.40%;-17.37%;-10.02%;-19.52%;-5.93%;-14.39%;-12.41%;-0.06%;-8.81%;-10.67%;-7.01%;-1.09%;-11.03%;-14.63%;-11.10%;-5.06%;-11.06%;3.00%;-9.65%;-11.39%;-3.91%;-14.40%;
31.10.2022;12.76%;20.55%;15.85%;1.85%;8.35%;1.42%;-1.77%;16.15%;20.15%;-2.04%;3.60%;14.15%;12.10%;-1.89%;2.57%;7.34%;9.09%;-7.42%;6.34%;1.92%;11.08%;15.87%;16.44%;5.08%;11.24%;11.55%;9.37%;22.68%;1.53%;3.90%;-0.64%;23.37%;-4.39%;4.19%;3.15%;-0.05%;18.68%;15.27%;10.28%;9.64%;22.95%;5.32%;8.25%;3.80%;8.70%;21.34%;4.61%;4.63%;-2.79%;3.77%;
30.11.2022;11.52%;0.54%;10.47%;9.57%;23.87%;4.01%;-0.85%;7.39%;2.72%;7.05%;15.71%;11.86%;8.62%;3.48%;11.46%;11.03%;12.77%;-0.84%;8.41%;9.36%;12.24%;4.05%;1.98%;12.33%;7.15%;7.17%;7.49%;-27.04%;5.63%;6.94%;10.39%;14.13%;8.28%;18.03%;18.43%;3.03%;3.49%;6.05%;8.35%;2.22%;7.66%;4.12%;14.87%;11.99%;-10.80%;-3.90%;12.81%;14.03%;1.36%;10.44%;
31.12.2022;-5.76%;-4.36%;0.60%;-0.45%;-0.61%;-9.84%;-6.24%;-7.72%;-2.92%;4.54%;4.53%;3.65%;-4.26%;1.31%;-1.92%;-4.56%;-5.98%;-3.84%;-12.85%;2.75%;-9.05%;0.49%;-8.91%;-1.77%;-3.86%;0.82%;-4.96%;-21.11%;-4.79%;0.88%;-4.96%;-12.10%;-7.92%;-2.91%;-6.51%;-5.76%;-2.06%;-1.55%;-4.37%;3.59%;-2.64%;-7.15%;-6.42%;-4.27%;-1.48%;-9.36%;-6.18%;-6.38%;-4.21%;-1.19%;
31.01.2023;18.27%;-10.77%;2.17%;-1.64%;4.52%;-9.90%;11.95%;11.23%;2.99%;-0.22%;5.52%;11.04%;12.13%;-0.19%;0.00%;9.54%;9.24%;7.78%;5.42%;-2.36%;11.56%;0.25%;8.82%;8.77%;4.97%;6.00%;8.43%;15.33%;6.20%;17.45%;10.53%;28.72%;27.55%;-1.96%;3.66%;13.72%;9.50%;-1.24%;8.86%;-3.57%;18.69%;18.89%;16.43%;4.69%;8.74%;-0.38%;4.88%;5.07%;2.79%;0.31%;
28.02.2023;-2.57%;-3.92%;-7.28%;-4.79%;-10.77%;-12.56%;-12.15%;6.67%;-2.59%;-6.68%;-6.29%;-6.29%;-1.27%;-5.72%;-6.25%;-3.90%;-3.37%;0.88%;-1.98%;-3.44%;-4.26%;0.87%;0.99%;-2.13%;-5.89%;-9.58%;-4.37%;-9.19%;-3.13%;-14.33%;-1.75%;-0.93%;-7.46%;0.00%;1.32%;-3.98%;4.57%;0.97%;-0.02%;-3.21%;-2.90%;-4.14%;-0.55%;-1.32%;-3.25%;-3.30%;-4.02%;-3.83%;-4.25%;3.61%;
31.03.2023;5.36%;0.62%;-4.76%;4.45%;0.43%;2.25%;-17.35%;-7.14%;-1.11%;4.93%;14.19%;5.90%;1.71%;-0.15%;8.02%;6.62%;-1.01%;-8.30%;0.34%;2.32%;-7.45%;-9.59%;-26.89%;1.33%;2.69%;-6.12%;-2.74%;-29.16%;-5.66%;-2.56%;-7.49%;-7.75%;-4.04%;7.55%;1.63%;0.54%;-0.10%;2.44%;-0.06%;7.14%;-14.65%;-5.88%;6.41%;-5.17%;8.90%;7.01%;0.24%;-1.38%;2.61%;5.87%;
30.04.2023;-1.24%;-1.98%;8.26%;3.77%;3.13%;17.55%;0.45%;-4.36%;-1.61%;1.43%;2.17%;12.42%;-3.80%;3.52%;2.93%;5.38%;0.92%;6.27%;-0.82%;-0.65%;1.13%;-1.16%;1.41%;6.58%;-10.70%;2.96%;-0.10%;-3.29%;1.83%;5.67%;-10.59%;-3.74%;2.89%;-0.98%;5.00%;-9.40%;-3.42%;3.20%;5.07%;-1.88%;-3.72%;8.14%;-15.00%;2.32%;4.18%;12.58%;1.58%;-2.49%;12.14%;9.85%;
31.05.2023;-5.95%;-9.52%;-8.07%;-8.88%;-8.57%;-14.60%;-8.79%;-9.34%;-13.03%;-6.87%;-2.60%;-2.71%;-8.78%;-4.28%;-5.25%;-8.26%;-8.52%;-1.67%;-6.51%;-6.06%;-10.81%;-4.92%;-7.95%;-8.28%;-3.47%;-17.28%;-4.75%;-1.63%;-3.48%;-13.09%;-7.98%;-10.88%;-9.99%;-0.42%;-6.40%;-10.93%;-1.70%;0.03%;-4.07%;-5.06%;-5.87%;-13.17%;9.64%;11.64%;10.81%;-6.93%;1.00%;-7.65%;-3.20%;-4.81%;
